,Tax Year,County,Municipality,Zip Code,Property Type,Property Count,Avg Land Value,Avg Bldg. Value,Avg Property Value,Prior Year Tax
3649,2019,MONMOUTH,MIDDLETOWN TWP, 07760,RESIDENTIAL,256,$567759.77,$496889.84,$1064649.61,$22254.97
3653,2019,MONMOUTH,MIDDLETOWN TWP,07748,RESIDENTIAL,2231,$190533.21,$183977.63,$374510.85,$7843.96
3657,2019,MONMOUTH,MILLSTONE TWP, 08510,RESIDENTIAL,1316,$166442.78,$386051.57,$552494.35,$12615.30
3658,2019,MONMOUTH,MILLSTONE TWP, 08535,RESIDENTIAL,1404,$167276.50,$381485.61,$548762.11,$12529.12
3662,2019,MONMOUTH,MILLSTONE TWP,08510,RESIDENTIAL,385,$159280.52,$275443.38,$434723.90,$9913.29
3666,2019,MONMOUTH,MONMOUTH BEACH BORO, 07750,RESIDENTIAL,1308,$442539.68,$395982.34,$838522.02,$9758.32
3673,2019,MONMOUTH,MONMOUTH BEACH BORO,07750,RESIDENTIAL,678,$313705.75,$261783.33,$575489.09,$6668.22
3676,2019,MONMOUTH,NEPTUNE CITY BORO, 07753,RESIDENTIAL,845,$112707.57,$172356.69,$283219.17,$6638.07
3677,2019,MONMOUTH,NEPTUNE CITY BORO,07753,RESIDENTIAL,293,$111112.97,$141858.36,$252038.23,$5940.37
3685,2019,MONMOUTH,NEPTUNE TWP, 07753,RESIDENTIAL,5805,$154920.45,$143718.36,$298638.81,$6194.14
3687,2019,MONMOUTH,NEPTUNE TWP, 07756,RESIDENTIAL,999,$316907.31,$200184.68,$517091.99,$10880.48
3691,2019,MONMOUTH,NEPTUNE TWP,07753,RESIDENTIAL,2873,$177834.53,$139341.11,$317175.64,$6694.51
3693,2019,MONMOUTH,OCEAN TWP, 07711,RESIDENTIAL,289,$331906.92,$240179.24,$572086.16,$11540.79
3694,2019,MONMOUTH,OCEAN TWP, 07712,RESIDENTIAL,4891,$227716.85,$234571.70,$462288.55,$9357.80
3699,2019,MONMOUTH,OCEAN TWP, 07755,RESIDENTIAL,1803,$298403.77,$223273.04,$521676.82,$10045.22
3703,2019,MONMOUTH,OCEAN TWP,07712,RESIDENTIAL,1302,$340164.98,$247325.12,$587490.09,$11530.48
3713,2019,MONMOUTH,OCEANPORT BORO, 07757,RESIDENTIAL,1280,$310440.16,$279949.14,$590389.30,$10527.36
3716,2019,MONMOUTH,OCEANPORT BORO,07757,RESIDENTIAL,332,$283693.07,$197351.81,$481044.88,$6842.38
3720,2019,MONMOUTH,RED BANK BORO, 07701,RESIDENTIAL,1714,$210401.52,$205338.74,$415740.26,$8873.63
3733,2019,MONMOUTH,RED BANK BORO,07701,RESIDENTIAL,1316,$168409.19,$156051.06,$324460.26,$6939.06
3735,2019,MONMOUTH,ROOSEVELT BORO,08555,RESIDENTIAL,304,$111905.26,$142798.36,$254703.62,$7330.56
3744,2019,MONMOUTH,RUMSON BORO, 07760,RESIDENTIAL,1562,$728064.85,$740274.39,$1468339.24,$21343.65
3748,2019,MONMOUTH,RUMSON BORO,07760,RESIDENTIAL,479,$811889.56,$689195.20,$1501084.76,$21867.42
3754,2019,MONMOUTH,SEA BRIGHT BORO, 07760,RESIDENTIAL,510,$404883.53,$208637.06,$613520.59,$8368.19
3760,2019,MONMOUTH,SEA BRIGHT BORO,07760,RESIDENTIAL,501,$407678.84,$175022.75,$582701.60,$7989.34
3763,2019,MONMOUTH,SEA GIRT BORO, 08750,RESIDENTIAL,637,$1184419.00,$631327.00,$1815746.00,$12243.51
3767,2019,MONMOUTH,SEA GIRT BORO,08750,RESIDENTIAL,493,$1503346.86,$647032.86,$2150379.72,$14686.93
3768,2019,MONMOUTH,SHREWSBURY BORO, 07702,RESIDENTIAL,974,$230923.82,$346088.50,$577012.32,$12262.79
3780,2019,MONMOUTH,SPRING LAKE BORO, 07762,RESIDENTIAL,801,$1444382.65,$616396.38,$2060779.03,$12836.85
3784,2019,MONMOUTH,SPRING LAKE BORO,07762,RESIDENTIAL,850,$1508199.53,$574599.18,$2082798.71,$13019.36
3788,2019,MONMOUTH,SPRING LAKE HEIGHTS BOR, 07762,RESIDENTIAL,514,$308017.32,$225360.31,$533377.63,$7178.32
3789,2019,MONMOUTH,SPRING LAKE HEIGHTS BOR,07762,RESIDENTIAL,655,$298484.27,$183149.16,$481633.44,$6518.94
3792,2019,MONMOUTH,TINTON FALLS BORO, 07712,RESIDENTIAL,1260,$134305.56,$211352.54,$345658.10,$6692.59
3793,2019,MONMOUTH,TINTON FALLS BORO, 07724,RESIDENTIAL,2711,$180761.05,$257997.82,$438758.87,$8504.86
3795,2019,MONMOUTH,TINTON FALLS BORO, 07753,RESIDENTIAL,1401,$118028.91,$168661.24,$286690.15,$5569.05
3796,2019,MONMOUTH,TINTON FALLS BORO,07701,RESIDENTIAL,1031,$104047.82,$140648.21,$244696.02,$4741.82
3803,2019,MONMOUTH,UNION BEACH BORO, 07735,RESIDENTIAL,1662,$99153.55,$165096.21,$264247.47,$6671.07
3809,2019,MONMOUTH,UNION BEACH BORO,07083,RESIDENTIAL,381,$95416.80,$127386.35,$222803.15,$5633.82
3811,2019,MONMOUTH,UPPER FREEHOLD TWP, 08501,RESIDENTIAL,1002,$157615.07,$346399.50,$504014.57,$12044.89
3814,2019,MONMOUTH,UPPER FREEHOLD TWP, 08514,RESIDENTIAL,534,$139853.18,$400469.29,$540322.47,$12899.44
3826,2019,MONMOUTH,UPPER FREEHOLD TWP,07728,RESIDENTIAL,200,$134893.50,$265407.50,$400301.00,$9577.19
3828,2019,MONMOUTH,WALL TWP, 07719,RESIDENTIAL,2607,$199864.94,$249893.71,$449758.65,$8704.25
3831,2019,MONMOUTH,WALL TWP, 07753,RESIDENTIAL,194,$231049.48,$384015.46,$615064.95,$11967.56
3832,2019,MONMOUTH,WALL TWP, 07762,RESIDENTIAL,102,$259223.53,$242728.43,$501951.96,$9731.24
3837,2019,MONMOUTH,WALL TWP, 08736,RESIDENTIAL,1242,$276218.76,$281600.64,$557819.40,$10746.46
3838,2019,MONMOUTH,WALL TWP, 08750,RESIDENTIAL,563,$281145.47,$257027.00,$538172.47,$10353.13
3840,2019,MONMOUTH,WALL TWP,07719,RESIDENTIAL,1397,$221626.06,$221889.84,$443515.89,$8593.99
3846,2019,MONMOUTH,WEST LONG BRANCH BORO, 07764,RESIDENTIAL,1730,$207904.05,$261644.62,$469548.67,$9403.37
3850,2019,MONMOUTH,WEST LONG BRANCH BORO,07740,RESIDENTIAL,404,$226525.50,$277641.58,$504167.08,$10072.65
3851,2019,MORRIS,BOONTON TOWN, 07005,RESIDENTIAL,1935,$173206.10,$195075.14,$368281.24,$10837.18
3856,2019,MORRIS,BOONTON TOWN,07005,RESIDENTIAL,441,$153871.20,$171615.87,$325487.07,$9606.66
3858,2019,MORRIS,BOONTON TWP, 07005,RESIDENTIAL,973,$250375.44,$304294.35,$554669.78,$12479.81
3862,2019,MORRIS,BOONTON TWP,07005,RESIDENTIAL,158,$217324.05,$209847.47,$427171.52,$9582.98
3865,2019,MORRIS,BUTLER BORO, 07405,RESIDENTIAL,2125,$140496.09,$115765.88,$256261.98,$9212.11
3870,2019,MORRIS,BUTLER BORO,07405,RESIDENTIAL,288,$133250.35,$100288.19,$233538.54,$8415.93
3874,2019,MORRIS,CHATHAM BORO, 07928,RESIDENTIAL,2368,$444088.47,$245857.98,$689946.45,$14107.79
3882,2019,MORRIS,CHATHAM BORO,07928,RESIDENTIAL,267,$378929.59,$188087.27,$567016.85,$11567.35
3886,2019,MORRIS,CHATHAM TWP, 07928,RESIDENTIAL,2889,$448003.01,$400435.41,$848438.42,$15548.88
3891,2019,MORRIS,CHATHAM TWP,07928,RESIDENTIAL,415,$304265.78,$280870.84,$585136.63,$10704.63
3894,2019,MORRIS,CHESTER BORO, 07930,RESIDENTIAL,416,$202212.74,$298382.69,$500595.43,$13231.76
3897,2019,MORRIS,CHESTER TWP, 07836,RESIDENTIAL,107,$247632.71,$275924.30,$523557.01,$12278.31
3901,2019,MORRIS,CHESTER TWP, 07930,RESIDENTIAL,2049,$273898.39,$393289.26,$667187.65,$15637.03
3902,2019,MORRIS,CHESTER TWP, 07931,RESIDENTIAL,131,$355069.47,$559544.27,$914613.74,$21403.66
3905,2019,MORRIS,CHESTER TWP,07930,RESIDENTIAL,205,$236834.63,$321900.98,$558735.61,$13206.03
3908,2019,MORRIS,DENVILLE TWP, 07834,RESIDENTIAL,5213,$178002.00,$237683.56,$415685.56,$10225.87
3916,2019,MORRIS,DENVILLE TWP,07834,RESIDENTIAL,697,$147195.84,$168918.08,$316113.92,$7796.08
3920,2019,MORRIS,DOVER TOWN, 07801,RESIDENTIAL,1852,$86577.00,$151223.81,$237800.81,$6117.74
3930,2019,MORRIS,DOVER TOWN,07801,RESIDENTIAL,1096,$82290.60,$162790.97,$245081.57,$6311.92
3941,2019,MORRIS,EAST HANOVER TWP, 07936,RESIDENTIAL,2969,$164839.34,$205568.54,$370407.88,$8402.53
3947,2019,MORRIS,EAST HANOVER TWP,07936,RESIDENTIAL,328,$148770.43,$155147.87,$303918.29,$6873.38
3955,2019,MORRIS,FLORHAM PARK BORO, 07932,RESIDENTIAL,2791,$380699.43,$281246.40,$661945.83,$9974.04
3960,2019,MORRIS,FLORHAM PARK BORO,07932,RESIDENTIAL,263,$329773.76,$223835.36,$553609.13,$8103.04
3966,2019,MORRIS,HANOVER TWP, 07927,RESIDENTIAL,1060,$190526.23,$229067.26,$419593.49,$7878.52
3967,2019,MORRIS,HANOVER TWP, 07950,RESIDENTIAL,435,$236582.76,$248551.95,$485134.71,$9111.27
3970,2019,MORRIS,HANOVER TWP, 07981,RESIDENTIAL,2993,$194693.18,$227178.45,$421871.63,$7829.47
3971,2019,MORRIS,HANOVER TWP,07981,RESIDENTIAL,436,$171130.73,$188369.72,$359500.46,$6709.43
3976,2019,MORRIS,HARDING TWP, 07960,RESIDENTIAL,620,$566287.74,$397144.19,$963431.94,$10927.43
3980,2019,MORRIS,HARDING TWP, 07976,RESIDENTIAL,168,$789979.76,$541319.05,$1331298.81,$15187.08
3982,2019,MORRIS,HARDING TWP,07976,RESIDENTIAL,502,$879020.72,$553848.01,$1432868.73,$16202.58
3987,2019,MORRIS,JEFFERSON TWP, 07438,RESIDENTIAL,3111,$136936.19,$195654.97,$332591.16,$8931.34
3989,2019,MORRIS,JEFFERSON TWP, 07849,RESIDENTIAL,2661,$144429.76,$189431.27,$333861.03,$8958.31
3991,2019,MORRIS,JEFFERSON TWP, 07885,RESIDENTIAL,600,$124904.83,$140738.83,$265643.67,$7082.40
3993,2019,MORRIS,JEFFERSON TWP,07438,RESIDENTIAL,1395,$123631.33,$120306.59,$243937.92,$6550.21
3997,2019,MORRIS,KINNELON BORO, 07405,RESIDENTIAL,3170,$224514.67,$358418.11,$582932.78,$14810.18
4002,2019,MORRIS,KINNELON BORO,07405,RESIDENTIAL,212,$212385.85,$326513.21,$538899.06,$13658.82
4006,2019,MORRIS,LINCOLN PARK BORO, 07035,RESIDENTIAL,3037,$146124.40,$177472.24,$323596.64,$8676.84
4011,2019,MORRIS,LINCOLN PARK BORO,07035,RESIDENTIAL,453,$137839.74,$156915.67,$294755.41,$7928.17
4018,2019,MORRIS,LONG HILL TWP, 07933,RESIDENTIAL,1037,$209583.70,$272629.80,$482213.50,$11378.55
4019,2019,MORRIS,LONG HILL TWP, 07946,RESIDENTIAL,1001,$236810.69,$318182.42,$554993.11,$13101.85
4020,2019,MORRIS,LONG HILL TWP, 07980,RESIDENTIAL,592,$215528.89,$278632.43,$494161.32,$11652.08
4021,2019,MORRIS,LONG HILL TWP,08083,RESIDENTIAL,257,$197444.36,$222975.10,$420419.46,$9910.43
4027,2019,MORRIS,MADISON BORO, 07940,RESIDENTIAL,3528,$360005.10,$351586.25,$711591.35,$13683.31
4035,2019,MORRIS,MADISON BORO,07940,RESIDENTIAL,579,$270626.25,$254250.09,$524876.34,$10101.72
4039,2019,MORRIS,MENDHAM BORO, 07945,RESIDENTIAL,1341,$333169.13,$349725.06,$682894.18,$15285.95
4041,2019,MORRIS,MENDHAM BORO,07945,RESIDENTIAL,176,$345967.05,$358682.39,$704649.43,$15348.53
4046,2019,MORRIS,MENDHAM TWP, 07926,RESIDENTIAL,162,$314748.77,$289236.42,$603985.19,$12755.17
4049,2019,MORRIS,MENDHAM TWP, 07945,RESIDENTIAL,1020,$414971.27,$483112.94,$898084.22,$19028.04
4050,2019,MORRIS,MENDHAM TWP, 07960,RESIDENTIAL,292,$413510.62,$550831.85,$964342.47,$20422.77
4052,2019,MORRIS,MENDHAM TWP,07945,RESIDENTIAL,306,$382764.05,$399620.26,$782384.31,$16648.77
4054,2019,MORRIS,MINE HILL TWP, 07803,RESIDENTIAL,1172,$133340.02,$147603.07,$280943.09,$7550.30
4059,2019,MORRIS,MINE HILL TWP,07803,RESIDENTIAL,192,$131303.12,$142551.56,$273854.69,$7226.91
4060,2019,MORRIS,MONTVILLE TWP, 07005,RESIDENTIAL,200,$295724.50,$463907.50,$759632.00,$18297.93
4062,2019,MORRIS,MONTVILLE TWP, 07045,RESIDENTIAL,3535,$204142.97,$310838.25,$514981.22,$12381.51
4063,2019,MORRIS,MONTVILLE TWP, 07058,RESIDENTIAL,1085,$236866.18,$299754.10,$536620.28,$12894.43
4064,2019,MORRIS,MONTVILLE TWP, 07082,RESIDENTIAL,1686,$229642.53,$324256.11,$553898.64,$13347.15
4072,2019,MORRIS,MONTVILLE TWP,07045,RESIDENTIAL,553,$204927.12,$239915.91,$444843.04,$10638.67
4077,2019,MORRIS,MORRIS PLAINS BORO, 07950,RESIDENTIAL,1830,$234728.09,$210191.48,$444919.56,$10061.27
4081,2019,MORRIS,MORRIS PLAINS BORO,07950,RESIDENTIAL,165,$214241.82,$157908.48,$372150.30,$8436.61
4088,2019,MORRIS,MORRIS TWP, 07950,RESIDENTIAL,581,$199944.23,$181506.71,$381450.95,$6881.61
4089,2019,MORRIS,MORRIS TWP, 07960,RESIDENTIAL,6163,$264321.32,$328116.60,$592437.92,$10717.47
4095,2019,MORRIS,MORRIS TWP,07950,RESIDENTIAL,766,$198620.63,$223361.10,$421981.72,$7646.36
4105,2019,MORRIS,MORRISTOWN TOWN, 07960,RESIDENTIAL,2142,$201970.96,$151271.80,$353242.76,$10008.21
4113,2019,MORRIS,MORRISTOWN TOWN,07960,RESIDENTIAL,1223,$195549.39,$156179.48,$351728.86,$9960.46
4118,2019,MORRIS,MOUNT ARLINGTON BORO, 07850,RESIDENTIAL,357,$130700.28,$132462.75,$263163.03,$6870.35
4119,2019,MORRIS,MOUNT ARLINGTON BORO, 07856,RESIDENTIAL,1479,$123605.54,$172463.69,$296069.24,$7756.66
4124,2019,MORRIS,MOUNT ARLINGTON BORO,07856,RESIDENTIAL,316,$149568.35,$146528.80,$296097.15,$7780.30
4125,2019,MORRIS,MOUNT OLIVE TWP, 07828,RESIDENTIAL,2680,$125922.31,$163733.28,$289655.60,$9436.12
4126,2019,MORRIS,MOUNT OLIVE TWP, 07836,RESIDENTIAL,2467,$164367.65,$206887.88,$371255.53,$12114.83
4127,2019,MORRIS,MOUNT OLIVE TWP, 07840,RESIDENTIAL,886,$112174.38,$199055.76,$311230.14,$10167.65
4138,2019,MORRIS,MOUNT OLIVE TWP,07856,RESIDENTIAL,558,$121791.22,$131541.22,$253332.44,$8288.96
4140,2019,MORRIS,MOUNTAIN LAKES BORO, 07046,RESIDENTIAL,621,$415951.53,$398809.34,$814760.87,$21583.58
4145,2019,MORRIS,MOUNTAIN LAKES BORO,07046,RESIDENTIAL,764,$394118.85,$347670.29,$741789.14,$19631.89
4148,2019,MORRIS,NETCONG BORO, 07857,RESIDENTIAL,599,$161426.21,$122704.17,$284130.38,$7825.96
4151,2019,MORRIS,NETCONG BORO,07857,RESIDENTIAL,189,$159098.41,$126365.61,$285464.02,$7920.37
4154,2019,MORRIS,PARSIPPANY TR HLS TWP, 07005,RESIDENTIAL,521,$198964.68,$158776.01,$357740.69,$10421.80
4155,2019,MORRIS,PARSIPPANY TR HLS TWP, 07034,RESIDENTIAL,2175,$114670.25,$112745.29,$227415.54,$6675.22
4159,2019,MORRIS,PARSIPPANY TR HLS TWP, 07054,RESIDENTIAL,5870,$167266.25,$172999.88,$340266.13,$9998.38
4161,2019,MORRIS,PARSIPPANY TR HLS TWP, 07834,RESIDENTIAL,423,$163354.14,$149417.97,$312772.10,$9153.16
4164,2019,MORRIS,PARSIPPANY TR HLS TWP, 07878,RESIDENTIAL,285,$139619.65,$117045.96,$256665.61,$7474.03
4165,2019,MORRIS,PARSIPPANY TR HLS TWP, 07950,RESIDENTIAL,2718,$169050.48,$212737.42,$381787.90,$11125.67
4172,2019,MORRIS,PARSIPPANY TR HLS TWP,07054,RESIDENTIAL,2124,$101571.85,$108090.44,$209662.29,$6133.71
4175,2019,MORRIS,PEQUANNOCK TWP, 07440,RESIDENTIAL,582,$183590.72,$160776.29,$344367.01,$7867.16
4176,2019,MORRIS,PEQUANNOCK TWP, 07444,RESIDENTIAL,1744,$207954.42,$178301.72,$386256.14,$8840.53
4179,2019,MORRIS,PEQUANNOCK TWP,07440,RESIDENTIAL,404,$168646.78,$120480.45,$289127.23,$6631.31
4183,2019,MORRIS,RANDOLPH TWP, 07869,RESIDENTIAL,6532,$186777.19,$298899.63,$485676.82,$12409.93
4184,2019,MORRIS,RANDOLPH TWP, 07945,RESIDENTIAL,289,$239767.82,$483334.26,$723102.08,$18561.93
4187,2019,MORRIS,RANDOLPH TWP,07869,RESIDENTIAL,501,$159451.50,$234884.43,$394335.93,$10447.83
4195,2019,MORRIS,RIVERDALE BORO, 07457,RESIDENTIAL,1342,$172594.86,$155632.34,$328227.20,$6001.85
4200,2019,MORRIS,RIVERDALE BORO,07457,RESIDENTIAL,265,$150713.58,$129266.04,$279979.62,$5113.96
4202,2019,MORRIS,ROCKAWAY BORO, 07866,RESIDENTIAL,1575,$172094.54,$134752.00,$306846.54,$9360.58
4206,2019,MORRIS,ROCKAWAY BORO,07866,RESIDENTIAL,257,$152261.48,$110717.90,$262979.38,$8043.43
4207,2019,MORRIS,ROCKAWAY TWP, 07005,RESIDENTIAL,202,$183239.11,$327744.06,$510983.17,$14522.44
4208,2019,MORRIS,ROCKAWAY TWP, 07435,RESIDENTIAL,322,$270275.16,$253616.46,$523891.61,$15150.58
4209,2019,MORRIS,ROCKAWAY TWP, 07801,RESIDENTIAL,1196,$154218.73,$171727.17,$325945.90,$9172.92
4212,2019,MORRIS,ROCKAWAY TWP, 07866,RESIDENTIAL,5366,$137234.92,$196277.84,$333512.77,$9401.68
4213,2019,MORRIS,ROCKAWAY TWP, 07885,RESIDENTIAL,537,$133068.72,$197962.57,$331031.28,$9376.01
4215,2019,MORRIS,ROCKAWAY TWP,07866,RESIDENTIAL,1173,$152972.80,$157229.67,$310202.47,$8744.14
4216,2019,MORRIS,ROXBURY TWP, 07836,RESIDENTIAL,394,$126570.56,$291371.07,$417941.62,$11418.63
4217,2019,MORRIS,ROXBURY TWP, 07847,RESIDENTIAL,474,$88048.10,$195762.66,$283810.76,$7214.83
4218,2019,MORRIS,ROXBURY TWP, 07850,RESIDENTIAL,1502,$103086.15,$196980.56,$300066.71,$7212.23
4219,2019,MORRIS,ROXBURY TWP, 07852,RESIDENTIAL,1164,$103726.89,$235726.29,$339453.18,$9220.59
4222,2019,MORRIS,ROXBURY TWP, 07876,RESIDENTIAL,3334,$121940.13,$254609.21,$376549.34,$9995.94
4223,2019,MORRIS,ROXBURY TWP, 07885,RESIDENTIAL,213,$106561.97,$238066.67,$344628.64,$8815.51
4224,2019,MORRIS,ROXBURY TWP,07836,RESIDENTIAL,772,$107606.87,$180216.71,$287823.58,$7179.52
4225,2019,MORRIS,VICTORY GARDENS BORO, 07801,RESIDENTIAL,177,$88564.41,$73583.05,$162147.46,$4151.49
4226,2019,MORRIS,VICTORY GARDENS BORO,07801,RESIDENTIAL,118,$115761.02,$69719.49,$185480.51,$4773.74
4227,2019,MORRIS,WASHINGTON TWP, 07830,RESIDENTIAL,371,$172268.19,$306664.15,$478932.35,$12213.67
4229,2019,MORRIS,WASHINGTON TWP, 07840,RESIDENTIAL,831,$132381.47,$240696.39,$373077.86,$9518.27
4232,2019,MORRIS,WASHINGTON TWP, 07853,RESIDENTIAL,3782,$178191.86,$283205.87,$461397.73,$11775.12
4233,2019,MORRIS,WASHINGTON TWP, 07865,RESIDENTIAL,184,$151041.85,$248524.46,$399566.30,$10209.92
4239,2019,MORRIS,WASHINGTON TWP,07882,RESIDENTIAL,507,$140327.61,$195583.23,$335910.85,$8572.40
4244,2019,MORRIS,WHARTON BORO, 07885,RESIDENTIAL,1268,$106514.27,$165855.36,$272369.64,$7968.11
4249,2019,MORRIS,WHARTON BORO,07885,RESIDENTIAL,324,$93363.27,$188464.51,$281827.78,$8218.16
4251,2019,OCEAN,BARNEGAT LIGHT BORO,08005,RESIDENTIAL,1181,$504762.07,$288185.44,$792947.50,$6748.60
4253,2019,OCEAN,BARNEGAT TWP, 08005,RESIDENTIAL,7254,$89179.48,$157525.36,$246704.84,$6691.87
4261,2019,OCEAN,BARNEGAT TWP,08005,RESIDENTIAL,1561,$98249.90,$109961.50,$208211.40,$5682.08
4264,2019,OCEAN,BAY HEAD BORO, 08742,RESIDENTIAL,364,$858280.22,$415994.78,$1274275.00,$10694.34
4265,2019,OCEAN,BAY HEAD BORO,08742,RESIDENTIAL,588,$1233297.96,$520305.44,$1753603.40,$14748.39
4267,2019,OCEAN,BEACH HAVEN BORO, 08008,RESIDENTIAL,246,$637177.64,$215072.76,$852250.41,$9545.24
4268,2019,OCEAN,BEACH HAVEN BORO,08008,RESIDENTIAL,1993,$613978.83,$213186.70,$827165.53,$9269.44
4269,2019,OCEAN,BEACHWOOD BORO, 08722,RESIDENTIAL,3210,$78263.80,$129160.93,$207424.74,$4941.52
4270,2019,OCEAN,BEACHWOOD BORO,08722,RESIDENTIAL,530,$77529.81,$106571.13,$184100.94,$4406.68
4274,2019,OCEAN,BERKELEY TWP, 08721,RESIDENTIAL,6372,$122270.10,$162786.44,$285056.54,$6130.83
4277,2019,OCEAN,BERKELEY TWP, 08741,RESIDENTIAL,165,$142746.67,$174061.82,$316808.48,$6808.73
4280,2019,OCEAN,BERKELEY TWP, 08752,RESIDENTIAL,276,$321042.39,$139064.13,$460106.52,$9903.34
4283,2019,OCEAN,BERKELEY TWP, 08757,RESIDENTIAL,11358,$35271.15,$95611.63,$130882.78,$2723.74
4286,2019,OCEAN,BERKELEY TWP,08753,RESIDENTIAL,4996,$129832.03,$104752.22,$234584.25,$5037.89
4295,2019,OCEAN,BRICK TWP, 08723,RESIDENTIAL,9381,$135185.51,$138739.60,$273925.11,$6137.66
4296,2019,OCEAN,BRICK TWP, 08724,RESIDENTIAL,13180,$129950.30,$141522.01,$271472.32,$6122.87
4300,2019,OCEAN,BRICK TWP, 08738,RESIDENTIAL,228,$602210.96,$310143.42,$912354.39,$20476.46
4302,2019,OCEAN,BRICK TWP, 08742,RESIDENTIAL,141,$162806.38,$132156.03,$294962.41,$6672.59
4305,2019,OCEAN,BRICK TWP,08723,RESIDENTIAL,7431,$208248.75,$139346.31,$347595.05,$7821.61
4308,2019,OCEAN,EAGLESWOOD TWP, 08092,RESIDENTIAL,422,$113931.04,$152189.34,$266120.38,$6538.27
4311,2019,OCEAN,EAGLESWOOD TWP,08092,RESIDENTIAL,283,$114722.97,$110551.24,$225274.20,$5525.03
4313,2019,OCEAN,HARVEY CEDARS BORO, 08008,RESIDENTIAL,135,$661685.19,$322748.15,$984433.33,$9194.71
4315,2019,OCEAN,HARVEY CEDARS BORO,07758,RESIDENTIAL,1055,$722487.30,$327718.86,$1050206.16,$9760.87
4318,2019,OCEAN,ISLAND HEIGHTS BORO,08732,RESIDENTIAL,777,$207710.81,$203815.57,$411526.38,$7416.92
4332,2019,OCEAN,JACKSON TWP, 08527,RESIDENTIAL,15669,$107718.20,$225196.87,$332915.06,$7892.15
4346,2019,OCEAN,JACKSON TWP,08527,RESIDENTIAL,2045,$110759.90,$168863.62,$279623.52,$6624.61
4354,2019,OCEAN,LACEY TWP, 08731,RESIDENTIAL,6952,$112376.45,$162155.88,$274532.33,$5697.08
4355,2019,OCEAN,LACEY TWP, 08734,RESIDENTIAL,2286,$117585.00,$186874.89,$304459.89,$6334.33
4360,2019,OCEAN,LACEY TWP,08731,RESIDENTIAL,2564,$128965.80,$134302.89,$263268.68,$5491.19
4363,2019,OCEAN,LAKEHURST BORO, 08733,RESIDENTIAL,507,$63668.84,$97004.73,$160673.57,$4990.62
4367,2019,OCEAN,LAKEHURST BORO,08733,RESIDENTIAL,187,$66019.79,$89026.20,$155045.99,$4847.79
4373,2019,OCEAN,LAKEWOOD TWP, 08701,RESIDENTIAL,14863,$125598.42,$219414.45,$345012.86,$7193.08
4382,2019,OCEAN,LAKEWOOD TWP,08701,RESIDENTIAL,7004,$132792.39,$175071.23,$307863.62,$6417.96
4386,2019,OCEAN,LAVALLETTE BORO, 08735,RESIDENTIAL,695,$535932.09,$220020.86,$755952.95,$7285.62
4388,2019,OCEAN,LAVALLETTE BORO,08735,RESIDENTIAL,1882,$512540.17,$177567.55,$690107.72,$6674.88
4390,2019,OCEAN,LITTLE EGG HARBOR TWP, 08087,RESIDENTIAL,5874,$73705.55,$141545.30,$215250.85,$5140.65
4394,2019,OCEAN,LITTLE EGG HARBOR TWP,08087,RESIDENTIAL,4398,$76721.40,$105477.55,$182198.94,$4363.82
4396,2019,OCEAN,LONG BEACH TWP, 08008,RESIDENTIAL,1124,$617339.86,$287848.75,$905188.61,$8767.12
4397,2019,OCEAN,LONG BEACH TWP,08008,RESIDENTIAL,6875,$674329.68,$280588.64,$954918.32,$9277.58
4401,2019,OCEAN,MANCHESTER TWP, 08757,RESIDENTIAL,2420,$81934.79,$144217.48,$226152.27,$5745.41
4402,2019,OCEAN,MANCHESTER TWP, 08759,RESIDENTIAL,11605,$41572.83,$117544.81,$159114.63,$3988.66
4403,2019,OCEAN,MANCHESTER TWP,07930,RESIDENTIAL,2282,$33005.13,$72508.76,$105513.89,$2680.64
4408,2019,OCEAN,MANTOLOKING BORO, 08738,RESIDENTIAL,128,$1251780.47,$1002540.62,$2254321.09,$15540.33
4409,2019,OCEAN,MANTOLOKING BORO,08738,RESIDENTIAL,343,$1590312.54,$1177912.54,$2768225.07,$18906.75
4413,2019,OCEAN,OCEAN GATE BORO,07712,RESIDENTIAL,980,$83381.63,$119205.20,$202586.84,$5106.25
4414,2019,OCEAN,OCEAN TWP, 08005,RESIDENTIAL,410,$145217.56,$121949.76,$267167.32,$5380.00
4417,2019,OCEAN,OCEAN TWP, 08758,RESIDENTIAL,2953,$96160.07,$181534.27,$277689.43,$5592.86
4419,2019,OCEAN,OCEAN TWP,07712,RESIDENTIAL,1150,$132512.78,$115977.65,$248490.43,$5049.08
4420,2019,OCEAN,PINE BEACH BORO, 08741,RESIDENTIAL,721,$119337.73,$156437.17,$275774.90,$6477.85
4421,2019,OCEAN,PINE BEACH BORO,08741,RESIDENTIAL,168,$122295.24,$119651.79,$241947.02,$5716.27
4423,2019,OCEAN,PLUMSTED TWP, 08514,RESIDENTIAL,344,$120189.83,$163833.14,$284022.97,$7366.68
4426,2019,OCEAN,PLUMSTED TWP, 08533,RESIDENTIAL,1559,$115559.65,$173316.42,$288876.07,$7489.34
4429,2019,OCEAN,PLUMSTED TWP,08533,RESIDENTIAL,505,$112205.35,$129002.57,$241087.92,$6223.55
4439,2019,OCEAN,POINT PLEASANT BORO, 08742,RESIDENTIAL,5738,$218585.97,$167418.19,$386004.17,$7687.59
